City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,west helena,34.5507,-90.6418,307.01,46,100,2.89,US,1689889645
363,puerto aysen,-45.4,-72.7,280.17,100,100,3.6,CL,1689889594
364,port saint john's,-31.6229,29.5448,285.97,65,88,2.8,ZA,1689889646
365,grand falls-windsor,48.9332,-55.6649,296.76,85,100,0.45,CA,1689888899
366,callao,-12.0667,-77.15,296.31,64,40,5.66,PE,1689889431
367,uchiza,-8.4592,-76.4633,298.87,74,75,0.39,PE,1689889646
368,hun,29.1268,15.9477,303.08,33,0,3.16,LY,1689889647
369,uturoa,-16.7333,-151.4333,297.59,64,12,8.24,PF,1689889076
370,trinidad,-14.8333,-64.9,303.14,51,0,1.03,BO,1689889647
371,howrah,22.5892,88.3103,301.15,94,75,2.57,IN,1689889103
372,la foa,-21.7108,165.8276,293.39,62,56,2.84,NC,1689889648
373,fort mcmurray,56.7268,-111.381,299.88,47,0,2.57,CA,1689889411
374,porto santo stefano,42.4338,11.1237,299.94,87,0,2.75,IT,1689889648
375,chul'man,56.8479,124.9104,283.67,93,93,1.4,RU,1689889092
376,manado,1.487,124.8455,295.58,100,40,1.03,ID,1689889648
377,kempsey,-31.0833,152.8333,283.38,45,0,1.4,AU,1689889649
378,luanco,43.6152,-5.7934,293.41,81,43,0.4,ES,1689889649
379,puerto carreno,6.189,-67.4859,303.14,70,40,5.66,CO,1689889649
380,patani,5.2272,6.1924,296.84,96,99,1.81,NG,1689889650
381,san andres,12.5847,-81.7006,304.16,74,20,7.2,CO,1689889650
382,birjand,32.8663,59.2211,297.41,27,0,4.12,IR,1689889650
383,kurchatov,51.6601,35.6521,288.38,70,83,3.27,RU,1689889650
384,hammerfest,70.6634,23.6821,281.4,93,75,3.6,NO,1689889651
385,labytnangi,66.6572,66.4183,289.83,92,75,1.37,RU,1689889651
386,oqtosh,39.9214,65.9253,298.82,26,0,2.58,UZ,1689889651
387,pakxan,18.3778,103.6601,296.53,98,100,1.2,LA,1689889651
388,tredegar,51.7725,-3.2468,285.53,87,29,3.22,GB,1689889652
389,baukau,51.5526,7.2042,291.91,68,100,2.68,DE,1689889652
390,san jose del guaviare,2.5729,-72.6459,297.86,91,86,1.53,CO,1689889652
391,carutapera,-1.195,-46.02,297.29,92,7,2.41,BR,1689889091
392,sandnessjoen,66.0217,12.6316,287.44,82,75,0.51,NO,1689889084
393,cambridge,43.3601,-80.3127,299.79,75,100,5.14,CA,1689889465
394,muli,2.9167,73.5667,301.33,74,85,4.21,MV,1689889653
395,dalai,45.5,124.3,295.34,73,88,2.05,CN,1689889653
396,nogliki,51.8333,143.1667,285.83,94,100,2.06,RU,1689889653
397,sidi akkacha,36.4647,1.3026,308.31,46,4,1.1,DZ,1689889653
398,tagta,41.6504,59.9164,296.12,49,0,2.06,TM,1689889654
399,volosovo,59.4333,29.4833,283.18,96,27,2.62,RU,1689889654
400,conde,-7.2597,-34.9075,297.85,83,75,4.12,BR,1689889128
401,vallenar,-28.5708,-70.7581,294.02,30,100,1.71,CL,1689889654
402,ust-nera,64.5667,143.2,299.14,38,71,2.58,RU,1689889094
403,cegled,47.1727,19.7995,296.03,52,8,2.63,HU,1689889655
404,gaoual,11.75,-13.2,298.17,94,100,0.8,GN,1689889655
405,ulladulla,-35.35,150.4667,284.36,69,27,3.14,AU,1689889655
406,sao felix do xingu,-6.6447,-51.995,299.22,38,5,0.9,BR,1689889047
407,cannonvale,-20.2833,148.7,292.81,78,21,3.7,AU,1689889655
408,saint-pierre,-21.3393,55.4781,294.02,73,0,2.57,RE,1689889132
409,dzuunharaa,48.8523,106.4579,287.64,82,60,0.57,MN,1689889656
410,viedma,-40.8135,-62.9967,286.77,44,100,8.1,AR,1689889463
411,alesund,62.4723,6.1549,287.46,93,75,1.54,NO,1689889656
412,shadegan,30.6497,48.6647,308.12,7,0,5.24,IR,1689889656
413,ranchettes,41.2186,-104.7903,289.96,91,100,5.81,US,1689889656
414,horta,38.5333,-28.6333,294.95,93,40,2.57,PT,1689889656
415,pedro betancourt,22.7272,-81.29,305.45,76,64,3.9,CU,1689889657
416,shubarkuduk,49.1447,56.4872,293.16,48,61,0.66,KZ,1689889657
417,sodankyla,67.4167,26.6,283.93,99,100,2.36,FI,1689889657
418,constantia,44.1833,28.65,294.65,82,90,3.24,RO,1689888846
419,harper,4.375,-7.7169,298.0,85,68,4.92,LR,1689889140
420,devonport,-41.1667,146.35,275.42,82,3,3.34,AU,1689889657
421,ola,59.5833,151.2833,288.84,79,17,1.91,RU,1689889137
422,leua,48.2156,18.6071,290.03,60,7,2.0,SK,1689889181
423,gobabis,-22.45,18.9667,284.26,26,1,5.55,NA,1689889658
424,cozumel,20.5083,-86.9458,306.19,78,75,5.14,MX,1689889658
425,ciudad general teran,25.2667,-99.6833,314.67,13,36,7.72,MX,1689889658
426,buka,40.8108,69.1986,296.46,29,49,2.45,UZ,1689889659
427,roxas,11.5853,122.7511,297.12,87,75,1.7,PH,1689889659
428,kodiak,57.79,-152.4072,285.88,94,0,2.06,US,1689889130
429,rio gallegos,-51.6226,-69.2181,275.18,93,100,5.66,AR,1689889659
430,safford,32.834,-109.7076,317.66,13,0,4.12,US,1689889617
431,san rafael,-34.6177,-68.3301,289.07,29,74,6.59,AR,1689888959
432,regina,50.4501,-104.6178,300.14,37,40,2.06,CA,1689889397
433,millersville,39.9979,-76.3541,304.69,66,40,2.57,US,1689889660
434,al bardiyah,31.7561,25.0865,299.87,69,0,2.3,LY,1689889660
435,beau vallon,-20.4189,57.6953,293.27,94,20,1.54,MU,1689889660
436,portel,-1.9356,-50.8211,301.06,62,32,1.56,BR,1689889660
437,prineville,44.2999,-120.8345,309.27,18,0,5.66,US,1689889661
438,santana,-0.0583,-51.1817,300.25,83,75,7.72,BR,1689889124
439,fortuna,40.5982,-124.1573,294.22,76,100,4.63,US,1689889151
440,gamba,-2.65,10.0,293.7,93,56,2.06,GA,1689889661
441,vila velha,-20.3297,-40.2925,294.12,94,100,5.66,BR,1689889136
442,saint-philippe,-21.3585,55.7679,293.92,78,23,2.3,RE,1689889171
443,port douglas,-16.4833,145.4667,294.57,78,27,1.87,AU,1689889661
444,katsuura,35.1333,140.3,297.75,85,50,5.73,JP,1689889144
445,blackwater,-23.5833,148.8833,289.98,69,57,0.64,AU,1689889662
446,bel ombre,-4.6167,55.4167,299.06,83,40,7.2,SC,1689889662
447,al hada,21.3675,40.2869,298.81,12,50,1.73,SA,1689889662
448,ulu tiram,1.6,103.8167,300.34,88,20,1.54,MY,1689889662
449,masuguru,-11.3667,38.4167,295.18,68,6,1.24,TZ,1689889662
450,menaka,15.9182,2.4022,303.44,52,19,8.62,ML,1689889662
451,tadine,-21.55,167.8833,294.43,60,1,6.95,NC,1689889663
452,kourou,5.1552,-52.6478,298.18,83,12,2.53,GF,1689889141
453,dwarka,22.2394,68.9678,301.05,85,100,6.41,IN,1689889663
454,stettler,52.3168,-112.7186,299.01,41,22,1.54,CA,1689889663
455,geraldton,-28.7667,114.6,279.38,93,0,5.14,AU,1689889133
456,dhidhdhoo,6.8833,73.1,301.31,80,100,7.7,MV,1689889663
457,chimbote,-9.0853,-78.5783,295.1,74,30,5.05,PE,1689889439
458,hithadhoo,-0.6,73.0833,301.31,74,22,8.16,MV,1689889084
459,doka,13.5167,35.7667,297.2,85,98,3.91,SD,1689889664
460,novoagansk,61.9449,76.6625,290.92,64,100,2.79,RU,1689889664
461,dogonbadan,30.3586,50.7981,305.2,12,0,0.0,IR,1689889664
462,northam,51.0333,-4.2167,289.07,73,56,4.04,GB,1689889132
463,saltillo,25.4167,-101.0,301.83,23,0,6.17,MX,1689889471
464,mejit,10.2753,170.8646,301.45,82,93,8.56,MH,1689889664
465,kulhudhuffushi,6.6221,73.07,301.4,79,100,7.78,MV,1689889664
466,nizhniy kuranakh,58.8353,125.4869,285.54,92,99,1.92,RU,1689889135
467,tralee,52.2704,-9.7026,284.65,88,28,2.93,IE,1689889145
468,baardheere,2.3446,42.2764,298.67,66,97,7.5,SO,1689889665
469,rosarito,32.3333,-117.0333,305.17,60,82,5.14,MX,1689889665
470,malvan,16.0667,73.4667,299.19,86,100,8.19,IN,1689889665
471,vanino,49.0869,140.2543,294.93,81,12,1.42,RU,1689889665
472,ar raqqah,35.95,39.0167,302.65,34,0,7.7,SY,1689889665
473,dalandzadgad,43.5708,104.425,288.83,67,100,4.63,MN,1689889666
474,paita,-5.0892,-81.1144,296.32,77,0,7.82,PE,1689889666
475,bridgewater,44.3835,-64.5155,296.54,90,100,4.63,CA,1689889586
476,tangalle,6.024,80.7911,299.24,85,76,5.41,LK,1689889666
477,broken hill,-31.95,141.4333,278.99,84,2,4.04,AU,1689889666
478,antalaha,-14.9003,50.2788,294.95,97,100,1.64,MG,1689889666
479,severobaykal'sk,55.65,109.3167,286.07,66,5,3.54,RU,1689889667
480,papao,-17.75,-149.55,298.97,65,23,7.91,PF,1689889071
481,jamaame,0.0697,42.745,297.96,85,93,5.5,SO,1689889667
482,ambovombe,-25.1667,46.0833,292.45,82,51,4.99,MG,1689889667
483,wangqing,43.3218,129.7634,293.77,97,78,0.99,CN,1689889667
484,ulsteinvik,62.3432,5.8487,287.46,91,100,0.89,NO,1689889667
485,kotka,60.4664,26.9458,287.74,82,1,5.27,FI,1689889667
486,smithers,54.7804,-127.1743,303.33,30,40,5.14,CA,1689889112
487,manakara,-22.1333,48.0167,292.72,92,22,1.15,MG,1689889668
488,ayr,55.4627,-4.6339,287.21,72,20,5.66,GB,1689889668
489,bismarck,46.8083,-100.7837,299.62,50,100,3.6,US,1689889442
490,curumani,9.1999,-73.5427,310.22,35,73,1.89,CO,1689889668
491,nahiyat ash shinafiyah,31.5874,44.6602,310.32,9,0,3.94,IQ,1689889668
492,selfoss,63.9331,-20.9971,285.4,88,98,3.34,IS,1689889121
493,mocorito,25.4833,-107.9167,309.93,43,29,5.46,MX,1689889669
494,nago,26.5881,127.9761,300.62,79,97,1.84,JP,1689889669
495,vikulovo,56.8167,70.6107,289.17,92,10,2.56,RU,1689889669
496,willmar,45.1219,-95.0433,299.19,47,40,4.63,US,1689889669
497,mount gambier,-37.8333,140.7667,281.51,77,98,1.45,AU,1689889180
498,vegreville,53.5001,-112.0518,298.54,50,4,2.06,CA,1689889669
499,huarmey,-10.0681,-78.1522,295.2,71,10,4.36,PE,1689889143
500,castillos,-34.1667,-53.8333,286.26,88,99,4.14,UY,1689889669
501,ti port-de-paix,19.9333,-72.8333,302.72,76,78,8.6,HT,1689889670
502,tinghir,31.5157,-5.5343,302.38,14,17,1.53,MA,1689889670
503,cidreira,-30.1811,-50.2056,290.43,88,100,7.7,BR,1689889168
504,bulawayo,-20.15,28.5833,283.95,81,70,8.11,ZW,1689889670
505,nyagan,62.1406,65.3936,289.13,91,65,1.84,RU,1689889670
506,zaysan,47.4667,84.8667,293.66,50,0,3.48,KZ,1689889670
507,tanjung pandan,-2.75,107.65,297.31,94,98,3.66,ID,1689889671
508,rio preto da eva,-2.6994,-59.6997,301.97,48,32,1.34,BR,1689889671
509,wakkanai,45.4094,141.6739,294.31,89,7,2.68,JP,1689889671
510,homer,59.6425,-151.5483,290.09,74,40,4.12,US,1689889671
511,malabar,-33.9667,151.25,286.99,61,75,7.2,AU,1689889671
512,tsarychanka,48.937,34.4786,290.66,93,100,2.49,UA,1689889671
513,port alfred,-33.5906,26.891,285.36,59,47,7.15,ZA,1689889093
514,paravur tekkumbhagam,8.7833,76.7,301.16,91,100,4.67,IN,1689889672
515,fisterra,42.9049,-9.2629,291.9,86,0,2.04,ES,1689889151
516,baqubah,33.7485,44.6554,308.46,11,0,6.53,IQ,1689889672
517,broome,42.2506,-75.833,302.43,58,75,4.12,US,1689889108
518,ninghai,29.2892,121.4247,299.23,93,99,1.13,CN,1689889672
519,igarka,67.4667,86.5833,289.24,97,100,5.33,RU,1689889138
520,luganville,-15.5333,167.1667,298.46,80,71,4.59,VU,1689889672
521,bernau am chiemsee,47.8167,12.3667,291.17,81,84,2.14,DE,1689889673
522,rabaul,-4.1967,152.1721,299.76,78,31,3.27,PG,1689889673
523,fauske,67.2588,15.3918,286.45,93,45,1.16,NO,1689889673
524,saudarkrokur,65.7461,-19.6394,283.09,77,21,1.49,IS,1689889673
525,coyhaique,-45.5752,-72.0662,278.12,93,75,0.0,CL,1689889673
526,zunyi,27.6867,106.9072,293.51,95,28,1.28,CN,1689889673
527,porbandar,21.6422,69.6093,300.57,87,100,6.2,IN,1689889673
528,monahans,31.5943,-102.8926,311.43,20,100,8.35,US,1689889547
529,rovnoye,50.7765,46.0509,291.05,66,4,2.97,RU,1689889674
530,puerto ayacucho,5.6639,-67.6236,301.33,81,77,1.28,VE,1689889674
531,palikir - national government center,6.9248,158.1611,298.56,94,100,1.03,FM,1689889126
532,inarajan village,13.2736,144.7484,302.81,85,91,5.18,GU,1689889674
533,ketchikan,55.3422,-131.6461,292.41,72,20,4.12,US,1689889643
534,salida,37.7058,-121.0849,314.2,33,0,3.09,US,1689889674
535,cowansville,45.2001,-72.7491,300.04,48,73,1.03,CA,1689889675
536,la'ie,21.6477,-157.9253,304.13,74,61,7.81,US,1689889675
537,camalu,30.85,-116.0667,297.38,66,26,3.14,MX,1689889103
538,varzea grande,-15.6467,-56.1325,305.08,43,0,1.54,BR,1689889511
539,wainwright,52.839,-110.8572,298.5,42,6,4.03,CA,1689889675
540,nagqu,31.5,92.0,273.39,75,0,1.27,CN,1689889046
541,nishinoomote,30.7333,131.0,300.14,81,100,2.56,JP,1689889675
542,ardakan,32.31,54.0175,305.58,18,47,2.65,IR,1689889676
543,silifke,36.3778,33.9344,301.25,48,0,3.54,TR,1689889676
544,isla mujeres,21.2311,-86.731,304.91,70,12,4.7,MX,1689889676
545,portland,45.5234,-122.6762,305.69,41,20,2.24,US,1689889451
546,tamanrasset,22.785,5.5228,303.1,13,0,2.06,DZ,1689889169
547,tasqala,51.1167,50.3167,289.51,64,1,3.41,KZ,1689889676
548,bubaque,11.2833,-15.8333,300.73,79,100,4.36,GW,1689889676
549,vylkove,45.4021,29.586,295.48,78,97,3.84,UA,1689889676
550,palencia,42.4167,-4.5,290.33,83,62,6.37,ES,1689889677
551,guazacapan,14.0742,-90.4167,304.09,62,27,2.85,GT,1689889677
552,ialibu,-6.2821,143.9935,287.26,94,89,0.71,PG,1689889677
553,peniche,39.3558,-9.3811,292.75,90,0,5.17,PT,1689889677
554,nalut,30.3333,10.85,305.36,13,0,4.97,LY,1689889677
555,kalengwa,-13.4659,25.0027,287.02,41,0,2.45,ZM,1689889677
556,al muwayh,22.4333,41.7583,301.3,18,35,4.34,SA,1689889677
557,newman,37.3138,-121.0208,310.34,7,0,1.35,US,1689889678
558,rotonda west,26.8837,-82.2901,309.17,52,0,4.12,US,1689889678
559,sena madureira,-9.0656,-68.6569,302.32,50,24,0.67,BR,1689889678
560,duki,30.1541,68.5728,301.8,63,36,2.73,PK,1689889678
561,debre mark'os,10.35,37.7333,284.8,96,100,1.72,ET,1689889678
